Country,Date,Cases,Deaths,Summary,Bordering Countries
7,2015-10-16,24,1.0,"From week 40 to 44 (October 2015), the meningitis epidemiological situation was marked by the crossing of the alert threshold in three (3) districts in the Atacora Region in the northern of Benin. In Benin: District of Cobly (Weeks 41 ; 42 and 44) District of Materi (Week 41) District of Tanguieta (Weeks 40 and 43) In Cameroun the district of Monatele (Centre Region) with 5 suspected cases, has reached the epidemic threshold with an AR of 10.3. In Ethiopia a refugee camp in Gambella Regional state, with around 50,000 refugees has recorded 3 confirmed cases of NmC. An investigation conducted by the Federal Ministry of Health has confirmed an outbreak and recommended a reactive vaccination campaign. An ICG request is being prepared. More details of the investigation and the data are expected from Ethiopia.","[8, 5, 1, 23]"
8,2015-10-16,13,2.0,"From week 40 to 44 (October 2015), the meningitis epidemiological situation was marked by the crossing of the alert threshold in three (3) districts in the Atacora Region in the northern of Benin. In Benin: District of Cobly (Weeks 41 ; 42 and 44) District of Materi (Week 41) District of Tanguieta (Weeks 40 and 43) In Cameroun the district of Monatele (Centre Region) with 5 suspected cases, has reached the epidemic threshold with an AR of 10.3. In Ethiopia a refugee camp in Gambella Regional state, with around 50,000 refugees has recorded 3 confirmed cases of NmC. An investigation conducted by the Federal Ministry of Health has confirmed an outbreak and recommended a reactive vaccination campaign. An ICG request is being prepared. More details of the investigation and the data are expected from Ethiopia.","[5, 9, 12, 17, 20]"
10,2015-10-16,6,0.0,"From week 40 to 44 (October 2015), the meningitis epidemiological situation was marked by the crossing of the alert threshold in three (3) districts in the Atacora Region in the northern of Benin. In Benin: District of Cobly (Weeks 41 ; 42 and 44) District of Materi (Week 41) District of Tanguieta (Weeks 40 and 43) In Cameroun the district of Monatele (Centre Region) with 5 suspected cases, has reached the epidemic threshold with an AR of 10.3. In Ethiopia a refugee camp in Gambella Regional state, with around 50,000 refugees has recorded 3 confirmed cases of NmC. An investigation conducted by the Federal Ministry of Health has confirmed an outbreak and recommended a reactive vaccination campaign. An ICG request is being prepared. More details of the investigation and the data are expected from Ethiopia.",[17]
12,2015-10-16,81,0.0,"From week 40 to 44 (October 2015), the meningitis epidemiological situation was marked by the crossing of the alert threshold in three (3) districts in the Atacora Region in the northern of Benin. In Benin: District of Cobly (Weeks 41 ; 42 and 44) District of Materi (Week 41) District of Tanguieta (Weeks 40 and 43) In Cameroun the district of Monatele (Centre Region) with 5 suspected cases, has reached the epidemic threshold with an AR of 10.3. In Ethiopia a refugee camp in Gambella Regional state, with around 50,000 refugees has recorded 3 confirmed cases of NmC. An investigation conducted by the Federal Ministry of Health has confirmed an outbreak and recommended a reactive vaccination campaign. An ICG request is being prepared. More details of the investigation and the data are expected from Ethiopia.","[14, 1, 5, 8, 13, 17]"
13,2015-10-16,0,0.0,"From week 40 to 44 (October 2015), the meningitis epidemiological situation was marked by the crossing of the alert threshold in three (3) districts in the Atacora Region in the northern of Benin. In Benin: District of Cobly (Weeks 41 ; 42 and 44) District of Materi (Week 41) District of Tanguieta (Weeks 40 and 43) In Cameroun the district of Monatele (Centre Region) with 5 suspected cases, has reached the epidemic threshold with an AR of 10.3. In Ethiopia a refugee camp in Gambella Regional state, with around 50,000 refugees has recorded 3 confirmed cases of NmC. An investigation conducted by the Federal Ministry of Health has confirmed an outbreak and recommended a reactive vaccination campaign. An ICG request is being prepared. More details of the investigation and the data are expected from Ethiopia.","[12, 17]"
14,2015-10-16,2,0.0,"From week 40 to 44 (October 2015), the meningitis epidemiological situation was marked by the crossing of the alert threshold in three (3) districts in the Atacora Region in the northern of Benin. In Benin: District of Cobly (Weeks 41 ; 42 and 44) District of Materi (Week 41) District of Tanguieta (Weeks 40 and 43) In Cameroun the district of Monatele (Centre Region) with 5 suspected cases, has reached the epidemic threshold with an AR of 10.3. In Ethiopia a refugee camp in Gambella Regional state, with around 50,000 refugees has recorded 3 confirmed cases of NmC. An investigation conducted by the Federal Ministry of Health has confirmed an outbreak and recommended a reactive vaccination campaign. An ICG request is being prepared. More details of the investigation and the data are expected from Ethiopia.","[0, 15, 1, 12, 22]"
15,2015-10-16,15,0.0,"From week 40 to 44 (October 2015), the meningitis epidemiological situation was marked by the crossing of the alert threshold in three (3) districts in the Atacora Region in the northern of Benin. In Benin: District of Cobly (Weeks 41 ; 42 and 44) District of Materi (Week 41) District of Tanguieta (Weeks 40 and 43) In Cameroun the district of Monatele (Centre Region) with 5 suspected cases, has reached the epidemic threshold with an AR of 10.3. In Ethiopia a refugee camp in Gambella Regional state, with around 50,000 refugees has recorded 3 confirmed cases of NmC. An investigation conducted by the Federal Ministry of Health has confirmed an outbreak and recommended a reactive vaccination campaign. An ICG request is being prepared. More details of the investigation and the data are expected from Ethiopia.","[0, 3, 14, 22]"
16,2015-10-16,197,9.0,"From week 40 to 44 (October 2015), the meningitis epidemiological situation was marked by the crossing of the alert threshold in three (3) districts in the Atacora Region in the northern of Benin. In Benin: District of Cobly (Weeks 41 ; 42 and 44) District of Materi (Week 41) District of Tanguieta (Weeks 40 and 43) In Cameroun the district of Monatele (Centre Region) with 5 suspected cases, has reached the epidemic threshold with an AR of 10.3. In Ethiopia a refugee camp in Gambella Regional state, with around 50,000 refugees has recorded 3 confirmed cases of NmC. An investigation conducted by the Federal Ministry of Health has confirmed an outbreak and recommended a reactive vaccination campaign. An ICG request is being prepared. More details of the investigation and the data are expected from Ethiopia.","[2, 4, 18, 21, 24]"
17,2015-10-16,13,0.0,"From week 40 to 44 (October 2015), the meningitis epidemiological situation was marked by the crossing of the alert threshold in three (3) districts in the Atacora Region in the northern of Benin. In Benin: District of Cobly (Weeks 41 ; 42 and 44) District of Materi (Week 41) District of Tanguieta (Weeks 40 and 43) In Cameroun the district of Monatele (Centre Region) with 5 suspected cases, has reached the epidemic threshold with an AR of 10.3. In Ethiopia a refugee camp in Gambella Regional state, with around 50,000 refugees has recorded 3 confirmed cases of NmC. An investigation conducted by the Federal Ministry of Health has confirmed an outbreak and recommended a reactive vaccination campaign. An ICG request is being prepared. More details of the investigation and the data are expected from Ethiopia.","[10, 8, 9, 12, 13]"
18,2015-10-16,0,0.0,"From week 40 to 44 (October 2015), the meningitis epidemiological situation was marked by the crossing of the alert threshold in three (3) districts in the Atacora Region in the northern of Benin. In Benin: District of Cobly (Weeks 41 ; 42 and 44) District of Materi (Week 41) District of Tanguieta (Weeks 40 and 43) In Cameroun the district of Monatele (Centre Region) with 5 suspected cases, has reached the epidemic threshold with an AR of 10.3. In Ethiopia a refugee camp in Gambella Regional state, with around 50,000 refugees has recorded 3 confirmed cases of NmC. An investigation conducted by the Federal Ministry of Health has confirmed an outbreak and recommended a reactive vaccination campaign. An ICG request is being prepared. More details of the investigation and the data are expected from Ethiopia.","[19, 6, 11, 16, 24, 4]"
23,2015-10-16,20,1.0,"From week 40 to 44 (October 2015), the meningitis epidemiological situation was marked by the crossing of the alert threshold in three (3) districts in the Atacora Region in the northern of Benin. In Benin: District of Cobly (Weeks 41 ; 42 and 44) District of Materi (Week 41) District of Tanguieta (Weeks 40 and 43) In Cameroun the district of Monatele (Centre Region) with 5 suspected cases, has reached the epidemic threshold with an AR of 10.3. In Ethiopia a refugee camp in Gambella Regional state, with around 50,000 refugees has recorded 3 confirmed cases of NmC. An investigation conducted by the Federal Ministry of Health has confirmed an outbreak and recommended a reactive vaccination campaign. An ICG request is being prepared. More details of the investigation and the data are expected from Ethiopia.","[7, 1, 0, 8]"
0,2015-11-16,61,4.0,"From week 45 to 48 (November 2015) one (1) district crossed the epidemic threshold and one (1) the alert threshold In Benin: The district of Tanguieta in the northern part of the country reached the epidemic threshold during week 48 with 17 cases and an AR of 20.4 The epidemic investigation results are awaited from the country. In Ghana the district of Talensi-Nabdam in the Upper East Region has reached the alert threshold during week 45 with an AR of 5.6 In Ethiopia 120,560 doses of polysaccharide ACW vaccine mobilized by ICG are in route for a reactive vaccination campaign of the refugee camp in Gambella Regional state.","[23, 15, 14, 1]"
1,2015-11-16,127,11.0,"From week 45 to 48 (November 2015) one (1) district crossed the epidemic threshold and one (1) the alert threshold In Benin: The district of Tanguieta in the northern part of the country reached the epidemic threshold during week 48 with 17 cases and an AR of 20.4 The epidemic investigation results are awaited from the country. In Ghana the district of Talensi-Nabdam in the Upper East Region has reached the alert threshold during week 45 with an AR of 5.6 In Ethiopia 120,560 doses of polysaccharide ACW vaccine mobilized by ICG are in route for a reactive vaccination campaign of the refugee camp in Gambella Regional state.","[12, 14, 0, 23, 7, 5]"
5,2015-11-16,52,9.0,"From week 45 to 48 (November 2015) one (1) district crossed the epidemic threshold and one (1) the alert threshold In Benin: The district of Tanguieta in the northern part of the country reached the epidemic threshold during week 48 with 17 cases and an AR of 20.4 The epidemic investigation results are awaited from the country. In Ghana the district of Talensi-Nabdam in the Upper East Region has reached the alert threshold during week 45 with an AR of 5.6 In Ethiopia 120,560 doses of polysaccharide ACW vaccine mobilized by ICG are in route for a reactive vaccination campaign of the refugee camp in Gambella Regional state.","[7, 12, 1]"
6,2015-11-16,7,0.0,"From week 45 to 48 (November 2015) one (1) district crossed the epidemic threshold and one (1) the alert threshold In Benin: The district of Tanguieta in the northern part of the country reached the epidemic threshold during week 48 with 17 cases and an AR of 20.4 The epidemic investigation results are awaited from the country. In Ghana the district of Talensi-Nabdam in the Upper East Region has reached the alert threshold during week 45 with an AR of 5.6 In Ethiopia 120,560 doses of polysaccharide ACW vaccine mobilized by ICG are in route for a reactive vaccination campaign of the refugee camp in Gambella Regional state.","[19, 18, 11]"
7,2015-11-16,19,3.0,"From week 45 to 48 (November 2015) one (1) district crossed the epidemic threshold and one (1) the alert threshold In Benin: The district of Tanguieta in the northern part of the country reached the epidemic threshold during week 48 with 17 cases and an AR of 20.4 The epidemic investigation results are awaited from the country. In Ghana the district of Talensi-Nabdam in the Upper East Region has reached the alert threshold during week 45 with an AR of 5.6 In Ethiopia 120,560 doses of polysaccharide ACW vaccine mobilized by ICG are in route for a reactive vaccination campaign of the refugee camp in Gambella Regional state.","[8, 5, 1, 23]"
12,2015-11-16,69,0.0,"From week 45 to 48 (November 2015) one (1) district crossed the epidemic threshold and one (1) the alert threshold In Benin: The district of Tanguieta in the northern part of the country reached the epidemic threshold during week 48 with 17 cases and an AR of 20.4 The epidemic investigation results are awaited from the country. In Ghana the district of Talensi-Nabdam in the Upper East Region has reached the alert threshold during week 45 with an AR of 5.6 In Ethiopia 120,560 doses of polysaccharide ACW vaccine mobilized by ICG are in route for a reactive vaccination campaign of the refugee camp in Gambella Regional state.","[14, 1, 5, 8, 13, 17]"
13,2015-11-16,0,0.0,"From week 45 to 48 (November 2015) one (1) district crossed the epidemic threshold and one (1) the alert threshold In Benin: The district of Tanguieta in the northern part of the country reached the epidemic threshold during week 48 with 17 cases and an AR of 20.4 The epidemic investigation results are awaited from the country. In Ghana the district of Talensi-Nabdam in the Upper East Region has reached the alert threshold during week 45 with an AR of 5.6 In Ethiopia 120,560 doses of polysaccharide ACW vaccine mobilized by ICG are in route for a reactive vaccination campaign of the refugee camp in Gambella Regional state.","[12, 17]"
14,2015-11-16,7,0.0,"From week 45 to 48 (November 2015) one (1) district crossed the epidemic threshold and one (1) the alert threshold In Benin: The district of Tanguieta in the northern part of the country reached the epidemic threshold during week 48 with 17 cases and an AR of 20.4 The epidemic investigation results are awaited from the country. In Ghana the district of Talensi-Nabdam in the Upper East Region has reached the alert threshold during week 45 with an AR of 5.6 In Ethiopia 120,560 doses of polysaccharide ACW vaccine mobilized by ICG are in route for a reactive vaccination campaign of the refugee camp in Gambella Regional state.","[0, 15, 1, 12, 22]"
16,2015-11-16,390,18.0,"From week 45 to 48 (November 2015) one (1) district crossed the epidemic threshold and one (1) the alert threshold In Benin: The district of Tanguieta in the northern part of the country reached the epidemic threshold during week 48 with 17 cases and an AR of 20.4 The epidemic investigation results are awaited from the country. In Ghana the district of Talensi-Nabdam in the Upper East Region has reached the alert threshold during week 45 with an AR of 5.6 In Ethiopia 120,560 doses of polysaccharide ACW vaccine mobilized by ICG are in route for a reactive vaccination campaign of the refugee camp in Gambella Regional state.","[2, 4, 18, 21, 24]"
17,2015-11-16,9,0.0,"From week 45 to 48 (November 2015) one (1) district crossed the epidemic threshold and one (1) the alert threshold In Benin: The district of Tanguieta in the northern part of the country reached the epidemic threshold during week 48 with 17 cases and an AR of 20.4 The epidemic investigation results are awaited from the country. In Ghana the district of Talensi-Nabdam in the Upper East Region has reached the alert threshold during week 45 with an AR of 5.6 In Ethiopia 120,560 doses of polysaccharide ACW vaccine mobilized by ICG are in route for a reactive vaccination campaign of the refugee camp in Gambella Regional state.","[10, 8, 9, 12, 13]"
18,2015-11-16,0,0.0,"From week 45 to 48 (November 2015) one (1) district crossed the epidemic threshold and one (1) the alert threshold In Benin: The district of Tanguieta in the northern part of the country reached the epidemic threshold during week 48 with 17 cases and an AR of 20.4 The epidemic investigation results are awaited from the country. In Ghana the district of Talensi-Nabdam in the Upper East Region has reached the alert threshold during week 45 with an AR of 5.6 In Ethiopia 120,560 doses of polysaccharide ACW vaccine mobilized by ICG are in route for a reactive vaccination campaign of the refugee camp in Gambella Regional state.","[19, 6, 11, 16, 24, 4]"
23,2015-11-16,22,2.0,"From week 45 to 48 (November 2015) one (1) district crossed the epidemic threshold and one (1) the alert threshold In Benin: The district of Tanguieta in the northern part of the country reached the epidemic threshold during week 48 with 17 cases and an AR of 20.4 The epidemic investigation results are awaited from the country. In Ghana the district of Talensi-Nabdam in the Upper East Region has reached the alert threshold during week 45 with an AR of 5.6 In Ethiopia 120,560 doses of polysaccharide ACW vaccine mobilized by ICG are in route for a reactive vaccination campaign of the refugee camp in Gambella Regional state.","[7, 1, 0, 8]"
0,2015-12-16,59,5.0,"From week 49 to 53 (December 2015), the meningitis epidemic situation remains calm. No district from countries which have notified cases has reached the epidemic or alert threshold. However in Ghana a hotspot of meningitis cases du to Sp. in the district of Tain is under investigation. The updated data from the country are awaited. Countries are invited to improve the completeness of data and the timeliness of report at the beginning of this epidemic period in the African meningitis belt.","[23, 15, 14, 1]"
1,2015-12-16,216,14.0,"From week 49 to 53 (December 2015), the meningitis epidemic situation remains calm. No district from countries which have notified cases has reached the epidemic or alert threshold. However in Ghana a hotspot of meningitis cases du to Sp. in the district of Tain is under investigation. The updated data from the country are awaited. Countries are invited to improve the completeness of data and the timeliness of report at the beginning of this epidemic period in the African meningitis belt.","[12, 14, 0, 23, 7, 5]"
3,2015-12-16,155,10.0,"From week 49 to 53 (December 2015), the meningitis epidemic situation remains calm. No district from countries which have notified cases has reached the epidemic or alert threshold. However in Ghana a hotspot of meningitis cases du to Sp. in the district of Tain is under investigation. The updated data from the country are awaited. Countries are invited to improve the completeness of data and the timeliness of report at the beginning of this epidemic period in the African meningitis belt.","[4, 15, 8, 22]"
4,2015-12-16,40,2.0,"From week 49 to 53 (December 2015), the meningitis epidemic situation remains calm. No district from countries which have notified cases has reached the epidemic or alert threshold. However in Ghana a hotspot of meningitis cases du to Sp. in the district of Tain is under investigation. The updated data from the country are awaited. Countries are invited to improve the completeness of data and the timeliness of report at the beginning of this epidemic period in the African meningitis belt.","[3, 19, 18, 16, 22]"
5,2015-12-16,2,0.0,"From week 49 to 53 (December 2015), the meningitis epidemic situation remains calm. No district from countries which have notified cases has reached the epidemic or alert threshold. However in Ghana a hotspot of meningitis cases du to Sp. in the district of Tain is under investigation. The updated data from the country are awaited. Countries are invited to improve the completeness of data and the timeliness of report at the beginning of this epidemic period in the African meningitis belt.","[7, 12, 1]"
7,2015-12-16,27,3.0,"From week 49 to 53 (December 2015), the meningitis epidemic situation remains calm. No district from countries which have notified cases has reached the epidemic or alert threshold. However in Ghana a hotspot of meningitis cases du to Sp. in the district of Tain is under investigation. The updated data from the country are awaited. Countries are invited to improve the completeness of data and the timeliness of report at the beginning of this epidemic period in the African meningitis belt.","[8, 5, 1, 23]"
10,2015-12-16,10,0.0,"From week 49 to 53 (December 2015), the meningitis epidemic situation remains calm. No district from countries which have notified cases has reached the epidemic or alert threshold. However in Ghana a hotspot of meningitis cases du to Sp. in the district of Tain is under investigation. The updated data from the country are awaited. Countries are invited to improve the completeness of data and the timeliness of report at the beginning of this epidemic period in the African meningitis belt.",[17]
12,2015-12-16,44,0.0,"From week 49 to 53 (December 2015), the meningitis epidemic situation remains calm. No district from countries which have notified cases has reached the epidemic or alert threshold. However in Ghana a hotspot of meningitis cases du to Sp. in the district of Tain is under investigation. The updated data from the country are awaited. Countries are invited to improve the completeness of data and the timeliness of report at the beginning of this epidemic period in the African meningitis belt.","[14, 1, 5, 8, 13, 17]"
13,2015-12-16,0,0.0,"From week 49 to 53 (December 2015), the meningitis epidemic situation remains calm. No district from countries which have notified cases has reached the epidemic or alert threshold. However in Ghana a hotspot of meningitis cases du to Sp. in the district of Tain is under investigation. The updated data from the country are awaited. Countries are invited to improve the completeness of data and the timeliness of report at the beginning of this epidemic period in the African meningitis belt.","[12, 17]"
14,2015-12-16,34,2.0,"From week 49 to 53 (December 2015), the meningitis epidemic situation remains calm. No district from countries which have notified cases has reached the epidemic or alert threshold. However in Ghana a hotspot of meningitis cases du to Sp. in the district of Tain is under investigation. The updated data from the country are awaited. Countries are invited to improve the completeness of data and the timeliness of report at the beginning of this epidemic period in the African meningitis belt.","[0, 15, 1, 12, 22]"
17,2015-12-16,7,1.0,"From week 49 to 53 (December 2015), the meningitis epidemic situation remains calm. No district from countries which have notified cases has reached the epidemic or alert threshold. However in Ghana a hotspot of meningitis cases du to Sp. in the district of Tain is under investigation. The updated data from the country are awaited. Countries are invited to improve the completeness of data and the timeliness of report at the beginning of this epidemic period in the African meningitis belt.","[10, 8, 9, 12, 13]"
18,2015-12-16,0,0.0,"From week 49 to 53 (December 2015), the meningitis epidemic situation remains calm. No district from countries which have notified cases has reached the epidemic or alert threshold. However in Ghana a hotspot of meningitis cases du to Sp. in the district of Tain is under investigation. The updated data from the country are awaited. Countries are invited to improve the completeness of data and the timeliness of report at the beginning of this epidemic period in the African meningitis belt.","[19, 6, 11, 16, 24, 4]"
22,2015-12-16,53,6.0,"From week 49 to 53 (December 2015), the meningitis epidemic situation remains calm. No district from countries which have notified cases has reached the epidemic or alert threshold. However in Ghana a hotspot of meningitis cases du to Sp. in the district of Tain is under investigation. The updated data from the country are awaited. Countries are invited to improve the completeness of data and the timeliness of report at the beginning of this epidemic period in the African meningitis belt.","[19, 4, 3, 14, 15]"
23,2015-12-16,9,1.0,"From week 49 to 53 (December 2015), the meningitis epidemic situation remains calm. No district from countries which have notified cases has reached the epidemic or alert threshold. However in Ghana a hotspot of meningitis cases du to Sp. in the district of Tain is under investigation. The updated data from the country are awaited. Countries are invited to improve the completeness of data and the timeliness of report at the beginning of this epidemic period in the African meningitis belt.","[7, 1, 0, 8]"
0,2016-01-04,15,1.0,"At the first week of the year 2016, The epidemiological situation of meningitis is marked by the crossing of the epidemic threshold by the district of Tain in Bronga-Ahafo region in Ghana with an AR of 23.8. The laboratory has identified 1 Sp. and other samples are still being processed (see table 3, page 5) Two (2) Woredas (districts) in Ethiopia are reached the alert threshold with a following AR: Soddo Town Admin 3.5 and Gambella Town 6.6","[23, 15, 14, 1]"
1,2016-01-04,309,29.0,"At the first week of the year 2016, The epidemiological situation of meningitis is marked by the crossing of the epidemic threshold by the district of Tain in Bronga-Ahafo region in Ghana with an AR of 23.8. The laboratory has identified 1 Sp. and other samples are still being processed (see table 3, page 5) Two (2) Woredas (districts) in Ethiopia are reached the alert threshold with a following AR: Soddo Town Admin 3.5 and Gambella Town 6.7.At the week 2 of the year 2016, one (1) district reached the epidemic threshold and eight (8) other the alert threshold: Burkina Faso: The district of Batie has reached the alert threshold with an AR of 3.2 Ethiopia: The Woreda (district) of Yabello Town has reached the epidemic threshold with an AR of 23.5 and the Woreda of Goba town the alert threshold with an AR of 5.1. Ghana: 4 districts have reached the alert threshold with the following ARs: Wenchi 7.8 ; Bole 8.2 ; Jirapa 8.1 and Nadowli 4.3 The case management should be strengthened to minimize the high case fatality rate (30.0%). A team is on the field for more investigation on the epidemiological situation in the northern part of the country. Chad: The districts of Goundi (with an AR of 5.3) and Larmanaye (with an AR of 3.3) are in alert phas.At the week 3 of the year 2016, four (4) districts reached the epidemic threshold and seven (7) others the alert threshold: Burkina Faso: The district of Batié remained in alert phase with an AR of 3.2 . Ghana: Three (3) districts are in epidemic phase with the following ARs: Wenchi 25.3; Sene West 15.0 and Techiman North 14.8. Five (5) districts have reached the alert threshold with the following respective AR: Bole 9.6; Jirapa 7.1; Lawra 4.8; Techiman South 4.1 and Nadowli 5.8. Chad: The district of Goundi remained in alert phase with an AR of 3.6 Togo: The district of Dankpen is in epidemic phase with an AR of 17.7. 39 cases of NmW have been identified by the laboratory out of 41 samples.At week 4 of the year 2016, six (6) districts reached the epidemic threshold and thirteen (13) others the alert threshold: Burkina Faso: Two (2) districts are in alert phase with the following AR : Karangasso-Vigué 4.8 and Kombissiri 3.2 Ethiopia: Four (4) Woredas (districts) are in alert with the following AR: Dilla 3.3 ; Dubti 4.1 ; Wotraba 5.0 and Yabello 9.4. Ghana: Five (5) districts are in epidemic phase with the following ARs: Wenchi 15.6 ; Sene West 10.5 ; Tain 12.9 ; West Gonja 16.4 and Jirapa 11.1. Six (6) districts have reached the alert threshold with the following respective AR: Bole 4.1 ; Nkoranza South 6.6 ; Lawra 8.0 ; Techiman South 4.7 Techiman North 4.4. et Kassena-Nakana-West 5.3 Togo: The district of Dankpen has remained in epidemic phase with an AR of 25.8. An ICG request is ongoing for a reactive vaccination campaign with ACW vaccine. The district of Assoli reached the alert threshold with an AR of 5.6","[12, 14, 0, 23, 7, 5]"
4,2016-01-04,7,0.0,"At the first week of the year 2016, The epidemiological situation of meningitis is marked by the crossing of the epidemic threshold by the district of Tain in Bronga-Ahafo region in Ghana with an AR of 23.8. The laboratory has identified 1 Sp. and other samples are still being processed (see table 3, page 5) Two (2) Woredas (districts) in Ethiopia are reached the alert threshold with a following AR: Soddo Town Admin 3.5 and Gambella Town 6.8.At the week 3 of the year 2016, four (4) districts reached the epidemic threshold and seven (7) others the alert threshold: Burkina Faso: The district of Batié remained in alert phase with an AR of 3.2 . Ghana: Three (3) districts are in epidemic phase with the following ARs: Wenchi 25.3; Sene West 15.0 and Techiman North 14.8. Five (5) districts have reached the alert threshold with the following respective AR: Bole 9.6; Jirapa 7.1; Lawra 4.8; Techiman South 4.1 and Nadowli 5.8. Chad: The district of Goundi remained in alert phase with an AR of 3.6 Togo: The district of Dankpen is in epidemic phase with an AR of 17.7. 39 cases of NmW have been identified by the laboratory out of 41 samples.At week 4 of the year 2016, six (6) districts reached the epidemic threshold and thirteen (13) others the alert threshold: Burkina Faso: Two (2) districts are in alert phase with the following AR : Karangasso-Vigué 4.8 and Kombissiri 3.2 Ethiopia: Four (4) Woredas (districts) are in alert with the following AR: Dilla 3.3 ; Dubti 4.1 ; Wotraba 5.0 and Yabello 9.4. Ghana: Five (5) districts are in epidemic phase with the following ARs: Wenchi 15.6 ; Sene West 10.5 ; Tain 12.9 ; West Gonja 16.4 and Jirapa 11.1. Six (6) districts have reached the alert threshold with the following respective AR: Bole 4.1 ; Nkoranza South 6.6 ; Lawra 8.0 ; Techiman South 4.7 Techiman North 4.4. et Kassena-Nakana-West 5.3 Togo: The district of Dankpen has remained in epidemic phase with an AR of 25.8. An ICG request is ongoing for a reactive vaccination campaign with ACW vaccine. The district of Assoli reached the alert threshold with an AR of 5.7","[3, 19, 18, 16, 22]"
5,2016-01-04,12,0.0,"At the first week of the year 2016, The epidemiological situation of meningitis is marked by the crossing of the epidemic threshold by the district of Tain in Bronga-Ahafo region in Ghana with an AR of 23.8. The laboratory has identified 1 Sp. and other samples are still being processed (see table 3, page 5) Two (2) Woredas (districts) in Ethiopia are reached the alert threshold with a following AR: Soddo Town Admin 3.5 and Gambella Town 6.9.At the week 2 of the year 2016, one (1) district reached the epidemic threshold and eight (8) other the alert threshold: Burkina Faso: The district of Batie has reached the alert threshold with an AR of 3.2 Ethiopia: The Woreda (district) of Yabello Town has reached the epidemic threshold with an AR of 23.5 and the Woreda of Goba town the alert threshold with an AR of 5.1. Ghana: 4 districts have reached the alert threshold with the following ARs: Wenchi 7.8 ; Bole 8.2 ; Jirapa 8.1 and Nadowli 4.3 The case management should be strengthened to minimize the high case fatality rate (30.0%). A team is on the field for more investigation on the epidemiological situation in the northern part of the country. Chad: The districts of Goundi (with an AR of 5.3) and Larmanaye (with an AR of 3.3) are in alert phas.At week 4 of the year 2016, six (6) districts reached the epidemic threshold and thirteen (13) others the alert threshold: Burkina Faso: Two (2) districts are in alert phase with the following AR : Karangasso-Vigué 4.8 and Kombissiri 3.2 Ethiopia: Four (4) Woredas (districts) are in alert with the following AR: Dilla 3.3 ; Dubti 4.1 ; Wotraba 5.0 and Yabello 9.4. Ghana: Five (5) districts are in epidemic phase with the following ARs: Wenchi 15.6 ; Sene West 10.5 ; Tain 12.9 ; West Gonja 16.4 and Jirapa 11.1. Six (6) districts have reached the alert threshold with the following respective AR: Bole 4.1 ; Nkoranza South 6.6 ; Lawra 8.0 ; Techiman South 4.7 Techiman North 4.4. et Kassena-Nakana-West 5.3 Togo: The district of Dankpen has remained in epidemic phase with an AR of 25.8. An ICG request is ongoing for a reactive vaccination campaign with ACW vaccine. The district of Assoli reached the alert threshold with an AR of 5.8","[7, 12, 1]"
6,2016-01-04,58,2.0,"At the first week of the year 2016, The epidemiological situation of meningitis is marked by the crossing of the epidemic threshold by the district of Tain in Bronga-Ahafo region in Ghana with an AR of 23.8. The laboratory has identified 1 Sp. and other samples are still being processed (see table 3, page 5) Two (2) Woredas (districts) in Ethiopia are reached the alert threshold with a following AR: Soddo Town Admin 3.5 and Gambella Town 6.10.At the week 2 of the year 2016, one (1) district reached the epidemic threshold and eight (8) other the alert threshold: Burkina Faso: The district of Batie has reached the alert threshold with an AR of 3.2 Ethiopia: The Woreda (district) of Yabello Town has reached the epidemic threshold with an AR of 23.5 and the Woreda of Goba town the alert threshold with an AR of 5.1. Ghana: 4 districts have reached the alert threshold with the following ARs: Wenchi 7.8 ; Bole 8.2 ; Jirapa 8.1 and Nadowli 4.3 The case management should be strengthened to minimize the high case fatality rate (30.0%). A team is on the field for more investigation on the epidemiological situation in the northern part of the country. Chad: The districts of Goundi (with an AR of 5.3) and Larmanaye (with an AR of 3.3) are in alert phas.At week 4 of the year 2016, six (6) districts reached the epidemic threshold and thirteen (13) others the alert threshold: Burkina Faso: Two (2) districts are in alert phase with the following AR : Karangasso-Vigué 4.8 and Kombissiri 3.2 Ethiopia: Four (4) Woredas (districts) are in alert with the following AR: Dilla 3.3 ; Dubti 4.1 ; Wotraba 5.0 and Yabello 9.4. Ghana: Five (5) districts are in epidemic phase with the following ARs: Wenchi 15.6 ; Sene West 10.5 ; Tain 12.9 ; West Gonja 16.4 and Jirapa 11.1. Six (6) districts have reached the alert threshold with the following respective AR: Bole 4.1 ; Nkoranza South 6.6 ; Lawra 8.0 ; Techiman South 4.7 Techiman North 4.4. et Kassena-Nakana-West 5.3 Togo: The district of Dankpen has remained in epidemic phase with an AR of 25.8. An ICG request is ongoing for a reactive vaccination campaign with ACW vaccine. The district of Assoli reached the alert threshold with an AR of 5.9","[19, 18, 11]"
